id,name,kind,domain,file,entry_point,predicts,inputs_tables,inputs_features,upstream_models,technique,evaluation_harness,tests,measured_results,known_failures,improvement_options,status,point_in_time_safe,reads_closing_market,last_verified
coach_aggression,Coach aggression,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:509,EP threshold shift on module 1 (fourth_down_ep),in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"rates.off_fourth_down_rate, leagueFourthDownRate",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,heuristic,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
deep_shot,Deep-shot selection,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:534,deep-attempt rate,in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"rates.off_deep_attempt_rate, varianceBonus",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,heuristic,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
spike,The spike,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:554,spike vs play call,in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"secondsLeft, timeouts, yard, down",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,rule,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
intentional_safety,Intentional safety,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:572,safety vs punt call,in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"lead, secondsLeft, yard, down",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,rule,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
two_minute_warning,Two-minute warning boundary,policy_module,spread,server/services/nfl-sim-policy.js,server/services/nfl-sim-policy.js:591,strategic guidance + effective timeout count near 2-min warning,in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js),"lead, secondsLeft, timeouts, hasBall",invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive,rule,server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness),unknown (not found),"unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)",none found,unknown (not found),live,"yes — pure in-game policy logic, no external data lookup",n/a,2026-09-16
ensemble_family,Ensemble family adapter,combiner,spread,server/betting/nfl/forecast/spread-family-adapters.js,server/betting/nfl/forecast/spread-family-adapters.js:206 (ensembleFamilyForecast),"margin (projected_margin from ensembleLine, blendMode:'raw') + cover probability distribution",game_lines (via ensembleLine/marketReference),"line.ensemble.projected_margin, market_spread, distribution fields","server/services/nfl-ensemble.js ensembleLine() (blendMode:'raw', includeChallengers:false)",ridge (inherits nfl-ensemble.js's joint fit),unknown (not found),unknown (not found),unmeasured (adapter itself not separately scored),none found,unknown (not found),live,yes — marketReference/ensembleLine take season/week/cutoff,yes (line.ensemble.market_spread),2026-09-16
simulation_family,Simulation family adapter,combiner,spread,server/betting/nfl/forecast/spread-family-adapters.js,server/betting/nfl/forecast/spread-family-adapters.js:290 (simulationFamilyForecast),"margin/total (from simulateMatchup, 160 trials, ensemble-reconciled mode)",game_lines (via marketReference),"line.ensemble.market_spread/market_total as reweighting anchor, deterministic per-game seed",server/services/nfl-drive-sim.js simulateMatchup(),simulation,unknown (not found),unknown (not found),unmeasured (adapter itself; see drive_sim row for the underlying simulator's own backtest),"Only the 'ensemble-reconciled' mode is wired; docs' separate 'unanchored' mode (fitted params only, no market/ensemble anchor) does not exist as production code (adapter's own doc comment).",unknown (not found),live,yes — marketReference takes season/week/cutoff,yes (spread/total passed to simulateMatchup as reweighting anchor),2026-09-16
lineup_family,Lineup family adapter,combiner,spread,server/betting/nfl/forecast/spread-family-adapters.js,server/betting/nfl/forecast/spread-family-adapters.js:363 (lineupFamilyForecast),margin (marketMargin + roster/availability residual),game_lines (via marketReference); player availability/injury-carryover/roster-strength tables,"structuralMargin (roster_score diff*0.32+1.5), availability.shadow_margin_adjustment, injuryCarryover.incremental_margin_adjustment","nfl-player-value.js (gamePlayerAvailability), nfl-postgame-truth.js (gameInjuryCarryover), nfl-roster-strength.js (teamRosterStrength)",heuristic,unknown (not found),unknown (not found),unmeasured,qualified only when both gamePlayerAvailability().production_eligible AND gameInjuryCarryover().production_eligible are true; both currently self-report false per adapter's own qualification_source string.,unknown (not found),live,yes — marketReference takes season/week/cutoff,yes (marketMargin from line.ensemble.market_spread),2026-09-16
direct_cover_family,Direct cover family adapter,combiner,spread,server/betting/nfl/forecast/spread-family-adapters.js,server/betting/nfl/forecast/spread-family-adapters.js:447 (directCoverFamilyForecast),spread-cover classification (intended); currently always abstains,none (stub),none (stub),"research/tree_lab.py (produces a joblib classifier artifact, never loaded here)",none,unknown (not found),unknown (not found),unmeasured,"CLEARLY STUBBED, not connected: research/tree_lab.py trains logistic/LightGBM cover classifiers and writes a joblib artifact, but no Node-side consumer loads it; observed always false, missing_reason='not_yet_connected' (adapter's own doc comment, file lines ~429-460).",Build the Python-artifact-to-Node bridge per docs §6.4/§10.3 (cited in adapter comment).,stub,n/a — produces no output,n/a,2026-09-16
trained_margin_family,Trained margin family adapter (Stage 3),combiner,spread,server/betting/nfl/forecast/spread-family-adapters.js,"server/betting/nfl/forecast/spread-family-adapters.js:463 (trainedMarginFamilyForecast, async)",margin (result.predicted_margin from a saved Stage 3 Python artifact),"a retained feature request (async, scorePythonArtifact); never marketReference/live tables directly",request.game fields passed through to scorePythonArtifact,"research/betting/nfl/stage3_team_strength.py (saved artifact), via scorePythonArtifact","ols (ridge/LightGBM per stage3, scored via saved artifact)",unknown (not found),unknown (not found),unmeasured (adapter itself),wired=false per skeleton-spread-families.csv; no prospective qualification or probability calibrator per adapter's own qualification_source string.,unknown (not found),unenforced,unknown (not found),"no (consumes only a retained feature request, never marketReference/live tables per adapter's own doc comment)",2026-09-16
drive_sim,Play-by-play drive simulator,forecaster,spread,server/services/nfl-drive-sim.js,server/services/nfl-drive-sim.js:796 (simulateMatchup),"joint home/away score distribution -> margin, total, moneyline, spread cover, over/under, key numbers",game_lines (neutral_site check); team offense/defense play-by-play profiles via blendedProfiles(),"home/away team profiles (prior-season blended), homeFieldPoints (1.6, 0 if neutral), optional spread/total (reweighting anchor), targetMargin/targetTotal","server/services/nfl-sim-policy.js (all 20 MODULES), simulationCalibrationFor() (nfl-sim-calibration.js), blendedProfiles()",simulation,server/services/nfl-drive-sim.js:1239 (backtest),"test/nfl-drive-sim-clock-rules.test.js (9 tests, FINAL ORDER item 2)","52.14% ATS pooled 2021-2025 (256-235), simulator MAE 10.68 vs market MAE 9.80 (docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?)); per-season detail in docs/evidence/2026-09-16/drive-sim-backtest-post-final-order-2.json","Still not profitable / no detectable edge (one-sided P(ATS>=256|break-even)=0.56). Home-field is added post hoc to the score (+1/drive at nfl-drive-sim.js:544) rather than entering per-play rates — structural critique stands. kneelDecision's first branch still reads a HALF clock where it wants a game clock (flagged in code, left for Nick's decision). (docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))",Move HFA into per-play rates instead of post-hoc score addition (FINAL ORDER item 7 area).,live,"yes — backtest() uses profiles strictly from prior seasons only (profiles_from_season = test season - 1, verified in drive-sim-backtest-post-final-order-2.json)","partial — spread/total are optional params to simulateMatchup used only as an outcome-reweighting anchor, not a required input; caller decides whether to pass open or close",2026-09-16
unified_engine,Gridiron Unified Engine,combiner,spread,server/services/nfl-unified-engine.js,server/services/nfl-unified-engine.js:33 (unifiedGameProjection),"Reconciled projected score, moneyline, spread, total, full scoring distribution and key numbers (min-KL reconciliation of ensemble means onto simulator's joint play-by-play shape)",game_lines (via gameRow),"ensembleLine output (market/projected spread & total), simulateMatchup trial output, teamNewsSignals, gameInjuryCarryover, expertCouncilGame, engine version/epoch","nfl-ensemble.js (ensembleLine), nfl-drive-sim.js (simulateMatchup), nfl-engine-registry.js, nfl-news-signal.js, gridiron-model.js (ask), nfl-expert-council.js (expertCouncilGame), nfl-postgame-truth.js",simulation,none found in file; no dedicated test/nfl-unified-engine.js,none found,unmeasured,none found (no TODO/FIXME); only inline rationale comments,unknown (not found),live (only wired into server/routes/nfl-betting.js — the /nfl-betting route only),"partial — news signals use explicit before:cutoff, but market spread/total default to whatever ensembleLine returns live unless caller supplies frozen values",yes (line.ensemble.market_spread/market_total from ensembleLine unless explicit spread/total passed),2026-09-16
gridiron_authority,Gridiron Authority Ladder,execution_policy,market,server/services/gridiron-model.js,"server/services/gridiron-model.js:483 (ask); also modelMap:443, consensus:529","Not a forecast — a permission decision (authoritative/advisory/research/retired, and whether purpose inform/rank/size is allowed) per capability id, derived from the sealed audit registry; consensus() outputs an inverse-variance-weighted combined value","audit_registry, player_head_audits","Sealed audit rows (observed/threshold/direction/passed/sample_size), static CAPABILITIES metadata table, caller-supplied estimates:[{source,value,rmse}] for consensus()","references ~24 other modules by name as metadata only (player-week-engine, nfl-drive-sim, nfl-market, nfl-ensemble, nfl-team-strength, etc.) — imports only db/index.js directly",rule,statusOf() reads audit_registry WHERE status='sealed',test/gridiron-model.test.js,"unmeasured (the ladder itself is not measured; it cites others' results verbatim, e.g. drive-sim 42.86% ATS / totals 43.81% / GBM-on-residual worse than zero, gridiron-model.js:10-13 — NOTE: the 42.86% figure is documented elsewhere as unreproducible, see drive_sim row)",Explicitly documents six 'MEASURED DEAD' components; several retired capability entries with sealed_audit_negative evidence.,unknown (not found),"live (imported by server/routes/model.js, nfl-engine-registry.js, nfl-unified-engine.js)","no — no cutoff/asOf parameter; statusOf() reads the audit registry's current state at call time, so the same capability id can change authority between two calls",n/a (does not itself fetch market odds; only reads audit_registry rows),2026-09-16
forecast_combination,Forecast Combination (DM-gated),combiner,spread,server/services/forecast-combination.js,server/services/forecast-combination.js:847 (walkForwardCombination),"A combined point forecast of home margin from multiple candidate combination methods (equal-weight, inverse-MSE, OLS/ridge on a reduced basis, constrained least squares, replayed incumbent market-residual blend), each walk-forward evaluated and DM-gated","caller-supplied records (no direct DB query in this file), sourced elsewhere","records[].margins{} (per-component margin forecasts), market_margin, actual_margin, week_key/game_id; greedyBasis reduced component set","forecast-comparison.js (dieboldMariano, naivePairedT), nfl-ensemble.js (completeWeekSplit), nfl-ensemble-rank.js (greedyBasis)",ols,"internal DM/HLN gate (compareMethods:1077, significanceTable:1109)",test/forecast-combination.test.js (asserts this reproduces fitEnsemble's own slopes/weights/gate decisions on a fixture),"unmeasured in production — header states this module 'fits nothing into production... is not wired into ensembleLine'; every stored result is a forecast-combination-fixture-*.json (docs/evidence/2026-09-12/forecast-combination-fixture-{weak-market,oracle-market}.json)","KNOWN BIAS stated in-file: error distribution comes from fitted residuals on the TRAINING block (in-sample), so cover probabilities come out overconfident; needs an inner cross-validation fold inside each training block.",Add inner CV fold inside each training block to de-bias cover probabilities (per file's own known-bias note).,"research_only (fixture-only; not wired into ensembleLine; only non-test importer is server/services/joint-score-backtest.js, itself measurement-only)","yes — explicit walk-forward design: per-cutoff before() strict-inequality split, assertNoSameGameStraddle leak check, content-addressed split manifests","yes (candidate records/methods carry and consume market_margin, e.g. fitIncumbentMarketResidual)",2026-09-16
online_neural,Online Neural Spread Residual (deep_residual),forecaster,spread,server/services/nfl-online-neural.js,server/services/nfl-online-neural.js:175 (onlineNeuralPrediction),"Home-margin residual vs. pregame market spread, bounded ±7 (predicted_margin = market_margin + residual)","nfl_online_neural_artifacts, nfl_online_neural_examples; game_lines indirectly via kickoff/completeWeek checks","ensembleLine output (market_spread/total, projected_margin, model_disagreement_margin, per-family residuals), roster/unit availability edges, teamNewsSignals","nfl-ensemble.js (ensembleLine), nfl-engine-registry.js (activeLearningEpoch), nfl-news-signal.js (teamNewsSignals), date-util.js (nflKickoffDate)",neural,"performanceMetrics() (nfl-online-neural.js:265-291) — weekly-clustered MAE improvement + 90% CI, the forward promotion gate",none found (no dedicated test/nfl-online-neural.js),"unmeasured — no doc/evidence-path citation with a number found in this file; live metrics computed dynamically via performanceMetrics(), not asserted in comments","Head is currently active_shadow with staking_authority '0 units until the forward weekly-clustered promotion gate passes' (nfl-online-neural.js:24-26,362). Cold-start for any historical game per PREREGISTERED note.",unknown (not found),shadow (mode: online_prequential_shadow),yes — explicit before cutoff threaded through spreadFeatureVector/onlineNeuralPrediction/captureOnlineNeuralWeek; prequential rule scores a completed week with old weights before updating,yes (spreadFeatureVector reads ensemble.market_spread/market_total),2026-09-16
market_model,NFL Market Rating Model,forecaster,market,server/services/nfl-market.js,server/services/nfl-market.js:319 (boardFor); calls predictGame:280,"Home win / spread-cover / total over-under probabilities plus predicted score, margin and total, each compared against the no-vig market price","game_lines (historicalGames, boardFor query)","home/away score, spread, total, moneyline, spread_odds, total_over/under_odds, neutral_site; internally-derived offense/defense point ratings","stats-util.js (normalCdf, mean, stdev), nfl-devig.js (shinNoVig), conformal.js (buildConformal, recencyWeights, weightedDraw)",elo,"accuracy() (417), nestedEvaluationRows() (434), scoreAccuracy() (556)","test/nfl-market-correction-lookup.test.js, test/nfl-market-identity-rich.test.js, test/nfl-market-identity.test.js","On 2022-2025 walk-forward residuals the margin-error SD is flat across the model's own |predicted margin| (12.7/12.7/13.6/13.2 points) and rises monotonically across the market's |spread| (12.1/12.4/14.2/14.4) (nfl-market.js:34-38, in-file comment). Also see gridiron-model.js capability betting.model_spread, baseAuthority advisory, audit 'CLV across five seasons (powered)'.",none found (no TODO/FIXME),unknown (not found),"live but gated advisory (inform/rank only, not size; sizing blocked in nfl-execution-edge until proven closing-line value exists per gridiron-model.js:288-296)","partial — historicalGames() naturally excludes unplayed games, but boardFor has no explicit asOf/cutoff parameter to reproduce an arbitrary historical point outside nestedEvaluationRows' fixed per-season folds","yes (boardFor reads game_lines spread/total/moneyline/odds and converts via shinNoVig; not confirmed specifically the closing line, whatever is currently stored)",2026-09-16
preseason_blend,Preseason/In-Season Team Rating Blend,component,spread,server/services/nfl-preseason-blend.js,server/services/nfl-preseason-blend.js:256 (blendedTeamRating),"Blended team margin rating (points) per season/team/week — prior-season, in-season, and posterior-blended values, plus posterior SE","game_lines (season, team, team_score, opp_score, home, week, gameday), player_team_changes (to_team, detected_at)","Prior-season dampened avg margin, in-season dampened avg margin (log-compressed MOV), roster-churn multiplier",none imported besides db/index.js; feeds nfl-gbm.js buildGbmDataset({extraFeatures}) by convention,bayes_eb (normal-normal conjugate shrinkage),"teamStrengthWalkForward (WALK_FORWARD_VERDICT, lines 384-397,410)",unknown (not found),"pooled 2023-2025, challenger MAE 9.86 vs champion MAE 9.84 (slightly worse), 90% CI [-0.017, 0.056] on the improvement, includes zero, 0 of 3 seasons individually significant (WALK_FORWARD_VERDICT, nfl-preseason-blend.js lines 384-397,410)",Not opponent-adjusted / no cross-team EB pooling currently: blendedTeamRating blends only a team's own prior-season margin against its own in-season margin (lines 256-334). Header flags preseasonBlendGbmFeatures 'is NOT wired into any production dataset build' (lines 400-408). FINAL ORDER item 6 calls for James-Stein/EB pooling here (F08-1 confirms not opponent-adjusted).,"Cross-sectional James-Stein / method-of-moments EB pooling, gated behind teamStrengthWalkForward (FINAL ORDER item 6).",research_only,"yes — explicit asOfSeason cutoff defaulting to season, with a hard guard throwing RangeError if asOfSeason > season (lines 260-264)",no,2026-09-16
team_strength,Team Strength Aggregate (Offseason→GBM Feature Block),component,spread,server/services/nfl-team-strength.js,server/services/nfl-team-strength.js:121 (teamStrength),"6 home-minus-away team-strength differential features (ts_proj_off_points, ts_vacated_opportunity_share, ts_returning_points_share, ts_qb1_change, ts_qb1_qbr_delta, ts_qb1_proj_ppg_delta) for a residual GBM challenger","off_team_season (team, qb_change, qb_qbr_delta); rest via imported aggregation functions","proj_off_points, vacated_opportunity_share, returning_points_share, qb1_change, qb1_qbr_delta, qb1_proj_ppg_delta","offseason-model.js, preseason-model.js, nfl-gbm.js (buildGbmDataset, fitGbm, predictGbm), backtest-significance.js, model-governance.js",gbm,teamStrengthWalkForward,unknown (not found),"No fixed accuracy number hardcoded for teamStrength itself (walk-forward numbers computed live). Explicitly market-derived columns (implied_team_points/implied_points_delta) were tried and FAILED (0.995, CI 0.951-1.044) — quoted in header (lines 16-21).",'The residual leakage risk is real and is declared high in the contract: rosterAtSeasonStart falls back to season-T usage for players with no depth row at all.' (lines 42-44). Gate forward_clv hardcoded failed: 'no frozen forward sample — an offseason feature has never been traded live' (lines 448-456).,unknown (not found),challenger,"partial — projections trained on seasons strictly before target, but roster source falls back to season-T usage when no depth row exists (acknowledged high leakage risk, lines 42-45)","no (deliberately excludes implied_team_points/implied_points_delta, lines 16-22)",2026-09-16
nfelo,nfelo External Elo/Market/Stadium Ingestion & Features,lookup,market,server/services/nfelo.js,server/services/nfelo.js:268 (nfeloFeatures),"Home-minus-away Elo/QB-Elo/nfelo-rating diffs, nfelo's pre/post-regression lines, HFA modifier, and public ticket/money split features for one game","nfl_nfelo_games, nfl_nfelo_lines, nfl_nfelo_qb, nfl_stadiums, nfl_team_stadiums (populated from 6 external GitHub-hosted CSVs)","qb_adj_diff, elo_diff, qbelo_diff, nfelo_diff, nfelo_pre_line, nfelo_line_open, hfa_mod, tickets_pct_home, money_pct_home, tickets_pct_total_over, money_pct_total_over",none (pure ingestion/feature module; only db/index.js and team-codes.js imported),lookup,none found,unknown (not found),unmeasured,"Total-split ticket/money columns are guessed, not confirmed: 'these are the column names a total split would plausibly arrive under' (lines 167-168); tickets_pct_total_over/money_pct_total_over 'upstream does not publish it yet' (lines 266,291-292).",unknown (not found),live,"partial — nfeloFeatures has no asOf/cutoff parameter, reads whatever is currently stored including both open and close columns; caller must pick the pre-close field to avoid leakage","yes (home_line_open/close, total_line_open/close, home_spread_tickets_pct, home_spread_money_pct, total_over_tickets_pct, total_over_money_pct)",2026-09-16
teamrankings_lookup,TeamRankings Power-Rating Lookup,lookup,spread,server/services/nfl-teamrankings-lookup.js,server/services/nfl-teamrankings-lookup.js:85 (teamrankingsRatingDiff),Precomputed TeamRankings power-rating differential (home minus away) for one season/week/home game,"JSON file <DATA_ROOT>/research/teamrankings-lookup.json (override via GRIDIRON_TEAMRANKINGS_LOOKUP), produced offline by scripts/export-teamrankings-features.mjs",entries[].rating_diff keyed by season|week|home,none (only platform/paths.js imported),lookup,none found,unknown (not found),unmeasured,"'research_only: this is exactly what feeds the teamrankings_predictive challengerOnly component in nfl-ensemble.js's MODELS list, structurally excluded from every live-blended pick until explicitly promoted' (lines 17-20).",unknown (not found),research_only,yes — export script resolves each team's admissible rating (most recent week strictly before the game's own week) before subtracting (lines 23-29),no,2026-09-16
market_correction_lookup,Market-Correction Residual Lookup,lookup,spread,server/services/nfl-market-correction-lookup.js,server/services/nfl-market-correction-lookup.js:76 (marketCorrectionMargin),Precomputed out-of-fold market-correction margin (points) for one season/week/home game,"JSON file <DATA_ROOT>/research/market-correction-lookup.json (override via GRIDIRON_MARKET_CORRECTION_LOOKUP), produced by research/betting/nfl/export_market_correction_lookup.py",entries[].market_correction_margin keyed by season|week|home,none (only platform/paths.js imported),lookup,none found,unknown (not found),unmeasured,'research_only: ... feeds the market_correction_research challengerOnly component ... structurally excluded from every live-blended pick. Nothing here can reach a real pick by construction' (lines 11-16). Reads only ONE precomputed field (market_correction_margin) — does NOT itself read raw market_spread/market_movement (those live in the upstream Python export).,unknown (not found),research_only,yes (relies on the upstream Python export producing genuinely out-of-fold predictions; this file performs no live computation of its own),reads only the precomputed market_correction_margin (single differenced value) — does NOT itself read raw market_spread or market_movement fields,2026-09-16
cover_calibration,Spread Cover Probability Calibration,calibration,spread,server/services/nfl-cover-calibration.js,server/services/nfl-cover-calibration.js:389 (calibratedCoverProbability),"Calibrated probability (0-1) that a picked spread side covers, as a market-anchored logistic offset of the no-vig market probability","nfl_cover_calibrations (read via latestCoverCalibration, written via buildCoverCalibration)","edge_points, market_probability (via shinNoVig), outcome — sourced from replaySeason() bets","nfl-replay.js (replaySeason), nfl-forecast-identity.js, nfl-devig.js (shinNoVig)",logistic,replaySeason() walk-forward,unknown (not found),"No single fixed headline number hardcoded (computed live); file documents a prior finding: with lambda hardcoded at 1 (no shrinkage), 'the walk-forward result was a model very slightly WORSE than the line it was anchored to' (lines 23-26).",buildCoverCalibration throws if modelOptions.includeChallengers is set: 'replaySeason does not apply the board's neural override. Candidate dynamic controllers require per-row graph provenance before this builder can fit them.' (lines 277-279).,unknown (not found),"live (gated: calibratedCoverProbability returns null unless fit.metrics.forward_gate_passed and forecast-identity match, lines 389-413)",yes — 'Cutoff-safe: only seasons strictly before the evaluation season are ever seen' (line 61); train/test split enforces s.season < season throughout,"yes (market_probability = noVig(american_price, opposite_price) via shinNoVig)",2026-09-16
total_calibration,Totals (Over/Under) Probability Calibration,calibration,total,server/services/nfl-total-calibration.js,server/services/nfl-total-calibration.js:380 (calibratedTotalProbability),"Calibrated probability (0-1) that a picked total side (over/under) wins, as a market-anchored logistic offset of the no-vig market probability","nfl_total_calibrations (read via latestTotalCalibration, written via buildTotalCalibration)","edge_points, market_probability, outcome — sourced from nestedEvaluationRows() (nfl-market.js): g.total, g.total_over_odds, g.total_under_odds, r.predTotal, r.actualTotal",nfl-market.js (nestedEvaluationRows). Does NOT import nfl-devig.js.,logistic,walk-forward vs nfl-market.js nestedEvaluationRows(),unknown (not found),"VERIFIED RESULT (2026-09-04, 16 seasons 2010-2025, n=4317 settled non-push totals with real priced odds, all cutoff-safe): no lambda beats the no-vig market; edge-predicts-outcome test indistinguishable from zero (z≈-1.04, decile buckets flat 46-54%); predicted_total correlates with real final total r≈0.18 but with the market line itself r≈0.63, and the line alone is a better predictor of outcome (r≈0.31 vs 0.18) (lines 271-296).","Line 37 confirms LATEST-PLAN FINAL ORDER item 7 is still unfixed: file defines its own naive proportional de-vig locally instead of importing shinNoVig from nfl-devig.js. Exact code lines 36-40: implied = o => o>0 ? 100/(o+100) : |o|/(|o|+100); noVig = (a,b) => pa/(pa+pb). This is plain proportional split, unlike nfl-cover-calibration.js which uses shinNoVig. Self-documented: forward_gate_passed 'is expected — and confirmed — to come back false', module designed to always abstain live (lines 291-295).",Replace naive proportional noVig at line 37 with shinNoVig import (FINAL ORDER item 7).,shadow (computed/stored every run but self-documented to always fail its own gate),yes — same train/test season-strict-inequality pattern as cover_calibration (lines 304-313),"yes (market_probability from naive-proportional noVig(total_over_odds, total_under_odds), not Shin — see known_failures)",2026-09-16
devig,American-Odds De-vigging (Proportional + Shin),calibration,market,server/services/nfl-devig.js,server/services/nfl-devig.js:110 (shinNoVig),Fair (de-vigged) win probability for one side of a two-outcome priced market,none (pure function; odds passed as arguments),"American odds pair (oddsA, oddsB)",none imported,rule,none found,unknown (not found),unmeasured,"Only 2 of 7 devig methods from the catalog implemented, confirming LATEST-PLAN item 24/catalog item 18: proportionalDevig (line 50) and shinDevig (line 66), exposed via shinNoVig (line 110), proportionalNoVig (line 115), default alias noVig = shinNoVig (line 120). No power, additive, balanced-book, logarithmic, or odds-ratio method present — martineastwood's full 7-method dispatcher not ported.","Add powerDevig() and N-outcome Shin, then port the 7-method dispatcher (FINAL ORDER item 24).",live (imported and used as the default noVig by nfl-cover-calibration.js),"yes (stateless pure function, cannot itself leak future information)",n/a (pure utility; operates on whatever odds are passed in),2026-09-16
stage3_team_strength,Stage 3 team strength model,forecaster,spread,research/betting/nfl/stage3_team_strength.py,research/betting/nfl/stage3_team_strength.py:296 (run_expanding_folds); CLI entry run(args) at line 468,actual_margin (home score minus away score); ridge and LightGBM scored as separate candidates vs a zero-info baseline and the market,SQLite via dataset.build_football_dataset(): game_lines and nfl_team_week_features,"14-feature frozen set: home_rest, away_rest, rest_diff, div_game, home_form_margin, away_form_margin, home_form_count, away_form_count, home_form_total, away_form_total, pbp_available, pbp_diff_off_epa_per_play, pbp_diff_def_epa_per_play, pbp_diff_off_success_rate (lines 122-129)",none (imports only dataset.py),ridge (also gbm: LightGBM scored as separate candidate),"run_expanding_folds (expanding whole-season outer folds, inner chronological 80/20 week split for hyperparameter selection)",unknown (not found),"in-file reference to 'the 10.678-MAE walk-forward audit' (own frozen-14 baseline reproduction note, line 134); exact test-set numbers computed at runtime, not hardcoded. Separately cited elsewhere: market MAE 10.249 vs ridge 10.675 / LightGBM 10.738 (docs/betting-model/plans/LATEST-PLAN.md — Where we go from here).","'A positive result here is exploratory, not confirmed, until scored again on genuinely new, previously-unseen games' (lines 541-544).",unknown (not found),"research_only ('authority': 'research_only', 'production_changed': False, lines 507-508)","yes — expanding outer folds (train strictly before test season S), inner chronological split, test season never in the inner split","no — file states market_spread/market_total 'NEVER appear as a candidate INPUT feature,' only as the -market_spread reference baseline (lines 56-57); confirmed zero market feature names in FEATURE_NAMES",2026-09-16
unified_model,Unified margin model (ridge+LightGBM blend),combiner,spread,research/betting/nfl/unified_model.py,"research/betting/nfl/unified_model.py:101 (fit_unified); predict via class UnifiedMarginModel line 65, .predict() line 75","actual_margin (learned weighted blend of ridge + LightGBM component predictions), plus an empirical interval_80 and margin distribution via .describe()",takes pre-built rows from caller (no direct DB access in this file),"stage3.FEATURE_NAMES (the same frozen 14; lines 104,106)","stage3_team_strength.py (row_features, _ridge_pipeline, _lgb_model, _inner_split); model_artifact.py; expert_selector_lab.py (simplex_ridge, cluster_families)",ridge (nonnegative-simplex-constrained ridge combiner over ridge+LightGBM component predictions),unified_margin_audit.py's run_walk_forward,unknown (not found),unmeasured — no hardcoded metric numbers in this file,"""status: 'research_calibration_requires_outer_validation'"", ""coverage_guarantee: 'not established for dependent NFL games'"" (lines 96-97).",unknown (not found),"research_only (RECIPE['authority']='research_only', outer_results_used_for_selection:False, lines 32-33)","yes — strictly chronological base/combination/calibration week blocks, each filtered by decision_at eligibility cutoffs (lines 41-62,110,132)",no — confirmed zero occurrences of the string 'market' anywhere in unified_model.py (grep),2026-09-16
